productId,name,price,stock,image,active,status,createdAt,by,note,detailsText,compareImages,costPrice
NC923,สร้อยคอ Vivienne Westwood รุ่น Orietta pendant สีทอง,370,7,https://lh3.googleusercontent.com/d/1os665HCZFWJ9-GPji4_H7BbJIdcU5blB=w800,TRUE,ready,"22/2/2026, 8:50:49",sunilthorn,,,,0
NC924,สร้อยข้อมือ Vivienne Westwood รุ่น Orietta สีเงิน,370,19,https://lh3.googleusercontent.com/d/1iVFprJ7XffaChdpiUCMwuHrApw8h4Rrf=w800,TRUE,ready,"22/2/2026, 8:51:28",sunilthorn,,,,0
NC926,สร้อยคอ Vivienne Westwood รุ่น Clotild Small สีเงิน,390,0,https://lh3.googleusercontent.com/d/1Y6NQ4AQHz_q-KWCWFO5QuH34s60dD3TM=w800,TRUE,ready,"22/2/2026, 8:52:02",sunilthorn,,,,
NC207,สร้อยคอ Bvlgari Divas' Dream Necklace สี Rose Gold จี้ไข่มุกแต่งขอบเพชร,350,3,https://lh3.googleusercontent.com/d/1Rbt3vd9lwUpkQScmxL_FsKTKntDoMyOP=w800,TRUE,ready,"22/2/2026, 8:53:36",sunilthorn,,,,
NC208,สร้อยคอ Bvlgari Divas' Dream Necklace สี Rose Gold จี้ไข่มุก,350,21,https://lh3.googleusercontent.com/d/1ENx7MrALbOVZwE0_IIobKgqq6DC-h-Gj=w800,TRUE,ready,"22/2/2026, 8:54:35",sunilthorn,,,,
NC209,สร้อยคอ Bvlgari Divas' Dream Necklace สี Rose Gold จี้เพชร,350,0,https://lh3.googleusercontent.com/d/1QyELWXQcW5rwqzk1GIUeuxtbdEpEODf3=w800,TRUE,ready,"22/2/2026, 8:56:12",sunilthorn,,,,
BY164,กระเป๋าทรง Carlyn CoyBag #สีฟ้า,360,11,https://lh3.googleusercontent.com/d/127UrI8bxRzWpsG9dSKuKohGzWnsG6cCd=w800,TRUE,ready,"25/2/2026, 9:42:59",yiyi,ดีไซน์คล้าย Carlyn รุ่น Coybag,,,0
BY165,กระเป๋าทรง Carlyn CoyBag #สีน้ำตาล,360,12,https://lh3.googleusercontent.com/d/1u_ivTuDykkVy51UIkLtixiEWyXEF1i8T=w800,TRUE,ready,"25/2/2026, 9:43:34",yiyi,ดีไซน์คล้าย Carlyn รุ่น Coybag,,,0
BY166,กระเป๋าทรง Carlyn CoyBag #สีดำ,360,10,https://lh3.googleusercontent.com/d/1W4coPbb67NqgcKiGvoRCvdxUSel4cnFr=w800,TRUE,ready,"25/2/2026, 9:44:07",yiyi,ดีไซน์คล้าย Carlyn รุ่น Coybag,,,0
BY167,กระเป๋าหนังแบบ ชามูฮี Can This Love Be Translated #สีดำ,290,1,https://lh3.googleusercontent.com/d/1_NVfnSYyMHDdc5pWob1HMaaVQRGRNtZI=w800,TRUE,ready,"25/2/2026, 10:09:39",bobo,,,https://lh3.googleusercontent.com/d/1ooN5YZ9eD0WY8LMfVeNZus4XVijbZz7_=w800,0
BY168,กระเป๋าหนังแบบ ชามูฮี Can This Love Be Translated #สีน้ำตาล,290,8,https://lh3.googleusercontent.com/d/1xKflKt-WE9LRXPI96o-ZikH_RHhE50q4=w800,TRUE,ready,"25/2/2026, 10:11:17",bobo,,,https://lh3.googleusercontent.com/d/1H4RrtV8phcrL4jScqUQ-GlP2helReVRh=w800,0
BY169,สร้อยมุก Vivienne รุ่น Three Row Pearl Bas Relief Choker #สีดำ,350,19,https://lh3.googleusercontent.com/d/1dqAdYfCTD2wVRArVjFx6ksde5cW9GOFH=w800,TRUE,ready,"25/2/2026, 10:49:18",yiyi,,,https://lh3.googleusercontent.com/d/1lh4uM4p14VoQq9cpQrnv72I6fmac7Kx9=w800,0
NC212,นาฬิกา Vivienne Westwood รุ่น Orb Button สีทอง,2050,8,https://lh3.googleusercontent.com/d/1P2lRrZZKt75o_Vw1aQzLULHG6VxOEVaH=w800,TRUE,ready,"25/2/2026, 14:14:03",sunilthorn,,,,
NC211,นาฬิกา Vivienne Westwood รุ่น Orb Button สีเงิน,2050,13,https://lh3.googleusercontent.com/d/1Iobk1qZVbg7IwspIzBKTleADDvPr4Oc2=w800,TRUE,ready,"25/2/2026, 14:15:45",sunilthorn,,,,
BY170,นาฬิกา Vivienne Westwood รุ่น The Strand Pearl Watch สีเงิน,2390,0,https://lh3.googleusercontent.com/d/1rlWXMfTLM-X3DWwnawiJ1ByhxsXsVOm1=w800,TRUE,ready,"27/2/2026, 11:14:20",sunilthorn,,,,
BY171,นาฬิกา Vivienne Westwood รุ่น The Strand Pearl Watch สีโรสโกลด์,2390,8,https://lh3.googleusercontent.com/d/1LSAqGX9IWuq1OBTkguivvcss3CRRgg5o=w800,TRUE,ready,"27/2/2026, 11:15:04",sunilthorn,,,,
BY172,ตุ๊กตาถุงหอม Red Panda,120,18,https://lh3.googleusercontent.com/d/1mwyacL5CZ_F2WvJy1ufhdKIzk6TTb2cl=w800,TRUE,ready,"1/3/2026, 8:56:44",yiyi,,,,0
BY173,ตุ๊กตาถุงหอม My Melody,120,3,https://lh3.googleusercontent.com/d/1wWEBTE_sfEwrS9dhDrL6IsFicg794uyW=w800,TRUE,ready,"1/3/2026, 8:57:41",yiyi,,,,0
BY174,ตุ๊กตาถุงหอม Twinkle Twinkle รุ่นอาทิตย์,120,20,https://lh3.googleusercontent.com/d/162kTrA5pGd21DJix1KbCRFebboGs29Vb=w800,TRUE,ready,"1/3/2026, 8:59:05",yiyi,,,,0
BY175,ตุ๊กตาถุงหอม Twinkle Twinkle รุ่นดาว,120,6,https://lh3.googleusercontent.com/d/1YBrEFYv587WNvE1yqY33ipjJUt_j45Qi=w800,TRUE,ready,"1/3/2026, 8:59:52",yiyi,,,,0
BY176,ตุ๊กตาถุงหอม Twinkle Twinkle รุ่นหนังสือ,120,4,https://lh3.googleusercontent.com/d/16aPKfjhOnsLni5eNhTwoK40yGxZ06MoN=w800,TRUE,ready,"1/3/2026, 9:00:35",yiyi,,,,0
BY177,ตุ๊กตาถุงหอม ลาย Hello Kitty,120,13,https://lh3.googleusercontent.com/d/18evYSIyBky24Ht9EDvwfhroor2Ob4XkZ=w800,TRUE,ready,"1/3/2026, 9:03:15",yiyi,,,,0
BY178,ตุ๊กตาถุงหอม ลาย Kuromi,120,0,https://lh3.googleusercontent.com/d/1eL9m2i2Y64X6_8Q9bzFU7gXdrnWQ-VcY=w800,TRUE,ready,"1/3/2026, 9:04:08",yiyi,,,,0
BY179,กระเป๋าตุ๊กตาหน้า Kuromi #สีดำ,80,15,https://lh3.googleusercontent.com/d/11uSRTydfCvcf-TQOOf3lZ0ptzoLV4NgC=w800,TRUE,ready,"1/3/2026, 9:07:45",yiyi,,,https://lh3.googleusercontent.com/d/1hZ_-5o_S1DoO78JXJ2BxrtwF68xhNTVL=w800,0
BY180,กระเป๋าตุ๊กตาหน้า Kuromi #สีม่วง,80,22,https://lh3.googleusercontent.com/d/1aqRAkBg8XYrG-Ok4agd9drpSX4efwsfY=w800,TRUE,ready,"1/3/2026, 9:08:35",yiyi,,,https://lh3.googleusercontent.com/d/1LWeLTX94HbsGzvaS7ffIetcPLvxWc9-j=w800,0
BY190,พวงกุญแจ Kitty ขายาว สีขาว,120,0,https://lh3.googleusercontent.com/d/1GyXCI5UNamd_gC86QXBwPsWhvjs-tq4Q=w800,TRUE,ready,"1/3/2026, 10:33:37",sunilthorn,,,,
NC216,นาฬิกา Vivienne Westwood รุ่น Little Wallace ขนาด 32 mm. #สีทอง,1950,3,https://lh3.googleusercontent.com/d/1ZYtI6QDzT5EAxhEekz57L--8UffxJU7o=w800,TRUE,ready,"1/3/2026, 10:36:23",sunilthorn,,,,
NC217,นาฬิกา Vivienne Westwood รุ่น Little Wallace ขนาด 32 mm. #สีเงิน,1950,12,https://lh3.googleusercontent.com/d/1ZzQrwXoHw4Zo0LihMVI98y8BMRTtz83a=w800,TRUE,ready,"1/3/2026, 10:38:14",sunilthorn,,,,
NC583,(*1 Set/4 ชิ้น) ชุดอุปกรณ์ดูแลเล็บแบบพกพา ดีไซน์หรูหรา เคสลายหนังนิ่ม,100,0,https://lh3.googleusercontent.com/d/1s10AQWiJqeexCueZAU5Xt0MabqgM6sTs=w800,TRUE,ready,"2/3/2026, 8:34:07",sunilthorn,,,,
NC925,ซองใส่บัตร Magsafe โลโก้ Vivienne Westwood,200,3,https://lh3.googleusercontent.com/d/19oYkt7HhbRXdCjgA6zelN1UYVr59kALv=w800,TRUE,ready,"2/3/2026, 8:35:16",sunilthorn,,,,
BY181,(แพ็ค 6 แท่ง) ปากกาเจล Sanrio คละลาย หมึกดำ 0.5 mm.,50,180,https://lh3.googleusercontent.com/d/1vo4XZYjhFX41mutBarCAJ45tll4Migk_=w800,TRUE,ready,"2/3/2026, 10:56:40",bobo,,,,
BY182,(*1 แท่ง/คละลาย) ปากกาเจลลบได้ Sanrio คละลาย หมึกน้ำเงิน 0.5 mm.,10,93,https://lh3.googleusercontent.com/d/1hsYAnL_Lo9IT3GFWf2Y5kqKlyIhiNZw0=w800,TRUE,ready,"2/3/2026, 10:58:03",bobo,โบ 354 (59) บุ๋ม 240 (40),,,0
BY191,ที่ปอกเปลือกผลไม้ Sanrio ลาย Kitty,60,0,https://lh3.googleusercontent.com/d/1z9xb9Owb_2nTW55iBc1uBkqApkLwNQ4u=w800,TRUE,out,"2/3/2026, 11:50:19",sunilthorn,,,https://lh3.googleusercontent.com/d/1jd6j6tZBnKgu6zkncs4xQO8TYm1_IX4m=w800,0
BY192,ที่ปอกเปลือกผลไม้ Sanrio ลาย My Melody,60,7,https://lh3.googleusercontent.com/d/1kfau0He_tWBkA-4JrhEPMhj2tIWT28hD=w800,TRUE,ready,"2/3/2026, 11:50:57",sunilthorn,,,https://lh3.googleusercontent.com/d/15KuiyqbQ9kXY9ZIm8iuheyCnm1xxRD09=w800,
BY196,กระเป๋าจัดระเบียบ กันฝุ่น ขนาด 35*26*16 cm.,45,126,https://lh3.googleusercontent.com/d/1L_7WQcHsILtKJCSGt_VEtTjfc-Cw6oxt=w800,TRUE,ready,"2/3/2026, 12:15:25",sunilthorn,,,,0
BY197,กระเป๋าจัดระเบียบ กันฝุ่น ขนาด 35*35*16 cm.,55,103,https://lh3.googleusercontent.com/d/10kyx_aIzq2IawXAx7ovjhYxXVLech5_l=w800,TRUE,ready,"2/3/2026, 12:16:09",sunilthorn,,,,0
BY198,กล่องใส่ของอเน็ประสงค์ (สุ่มแบบ/สี),95,0,https://lh3.googleusercontent.com/d/16esyIu13mxed950kUuamWsqXbzAkkDqK=w800,TRUE,out,"2/3/2026, 12:22:43",yiyi,,"# คุณสมบัติ #
- กล่องทรงกลม ขนาดกะทัดรัด พร้อมฝาปิดแน่นสนิท ด้านในมีถาด
แบ่ง 5 ช่อง เพื่อแยกของเป็นระเบียบ
- ผลิตจากพลาสติกคุณภาพสูง แข็งแรง ทนทาน และปลอดภัยต่อ
การใช้งาน
- ออกแบบมาเพื่อแยกเก็บสิ่งของต่าง ๆ เช่น เครื่องประดับ, ขนม,
วัตถุดิบ, อุปกรณ์ตัดเย็บ หรือของใช้ในบ้าน",,0
BY199,สร้อยข้อมือจี้ Stitch จี้ Stitchนั่ง #สีน้ำเงิน,100,124,https://lh3.googleusercontent.com/d/1tC5Otbfp-Llc_eZ2J8dgxoQ2_SBlQRUk=w800,TRUE,ready,"3/3/2026, 10:30:09",yiyi,,,,
BY200,สร้อยข้อมือจี้ Stitch จี้ Stitchนั่ง #สีชมพู,100,40,https://lh3.googleusercontent.com/d/1W4KEya9JsommY7o7pq2XV1JReV_yXpZv=w800,TRUE,ready,"3/3/2026, 10:31:15",yiyi,,,,
BY201,สร้อยข้อมือจี้ Stitch จี้หน้า Stitch #สีฟ้า,100,100,https://lh3.googleusercontent.com/d/15NPY7nbzELyuIunN_xTlUUn9ebSJP9Dd=w800,TRUE,ready,"3/3/2026, 10:33:57",yiyi,,,,
BY202,สร้อยข้อมือจี้ Stitch จี้ Stitch ยืน #สีน้ำเงิน,100,95,https://lh3.googleusercontent.com/d/1pU2kxoKKAh5xQ_J9cqLRgZsiy3c7vct_=w800,TRUE,ready,"3/3/2026, 10:35:11",yiyi,,,,
BY203,สร้อยข้อมือจี้ Stitch จี้ Angel ยืน #สีชมพู,100,44,https://lh3.googleusercontent.com/d/1Hyta2cpwAchQ9EpHLNAM6byTYyi1aUlR=w800,TRUE,ready,"3/3/2026, 10:38:49",yiyi,,,,
BY204,แปรงทรงลิปสติกแบบพกพา แพค 3 ชิ้น,120,0,https://lh3.googleusercontent.com/d/1wjAmbqJ7HiZp74sWu1P9nS1JGpnaRxs9=w800,TRUE,ready,"7/3/2026, 7:25:37",yiyi,,"จุดเด่นสินค้า

🔄 แปรงพกพาถอดประกอบได้
แยกเก็บในกระบอกได้ ป้องกันสิ่งสกปรก เก็บแล้วแปลงเป็นรูปทรงลิปสติก พกพาง่าย 

🪥 ขนแปรงปลายเรียว 0.01 mm
ทำความสะอาดล้ำลึก เข้าถึงซอกฟันได้ดี อ่อนโยนต่อเหงือก

✨ ดีไซน์หรู สไตล์ Galaxy
ลวดลายดวงดาว สวยเหมือนเครื่องสำอาง พกแล้วดูดี ไม่เหมือนแปรงสีฟันทั่วไป

👜 ขนาดกะทัดรัด พกพาง่าย
ใส่ได้ทั้งกระเป๋าถือ กระเป๋าเครื่องสำอาง หรือกระเป๋าเดินทาง เหมาะสำหรับพกพาตอนเดินทาง",https://lh3.googleusercontent.com/d/12TFJ-y_RNQwJvDY9Rg6fo-l-mFYd_hBV=w800,0
BY205,กระเป๋า ZARA รุ่น Flap Shoulder bag #สีเบอร์กันดี,300,0,https://lh3.googleusercontent.com/d/1TDEsb-GLTrldk_UPYsU2a__elxcXtqoz=w800,TRUE,ready,"7/3/2026, 8:13:34",yiyi,,,https://lh3.googleusercontent.com/d/1KJujBxpdq81i16Ud8Qpxy9_YSDr8o8OG=w800,0
BY206,(โล๊ะหลุด QC) กระเป๋า ZARA รุ่น Flap Shoulder bag #สีแดง,220,7,https://lh3.googleusercontent.com/d/1GPm5N6xpKaNafEIbtoOrFjwg9oJgPAAI=w800,TRUE,ready,"7/3/2026, 8:14:10",yiyi,ตำหนิยาแนวตรงแม่เหล็กกระเป๋าไม่เรียบร้อย ไม่มีผลต่อการใช้งาน,,https://lh3.googleusercontent.com/d/1aVGvGpbbkBm2G0933-G9nRWzrJaoOW1P=w800,0
BY207,(โล๊ะหลุด QC) กระเป๋า ZARA รุ่น Flap Shoulder bag #สีดำ,220,6,https://lh3.googleusercontent.com/d/1yGuKxrE797izV5HIVzi6V_TtQLKW5jua=w800,TRUE,ready,"7/3/2026, 8:14:44",yiyi,ตำหนิยาแนวตรงแม่เหล็กกระเป๋าไม่เรียบร้อย ไม่มีผลต่อการใช้งาน,,https://lh3.googleusercontent.com/d/1qbYYxMxZhGbq3LiEyfKqtAAhIdc2khhf=w800,0
BY208,กระเป๋า Vivienne Westwood รุ่น CINDY CYLINDER BAG #สีดำ,690,15,https://lh3.googleusercontent.com/d/1bA9MVnBNI9mVLUXvv_UVVKq07s4N1sDp=w800,TRUE,ready,"7/3/2026, 18:22:02",bobo,,,,314
BY209,กระเป๋า Vivienne Westwood รุ่น CINDY CYLINDER BAG #สีชมพู,690,16,https://lh3.googleusercontent.com/d/14u3p3GGCoYPRyDDF5Gss22kcf_eVVC3X=w800,TRUE,ready,"7/3/2026, 18:22:41",bobo,,,,0
BY210,กระเป๋า Vivienne Westwood รุ่น CINDY CYLINDER BAG #สีเงิน,690,9,https://lh3.googleusercontent.com/d/1bu4WrjGSGIqUW91ChmDKlMhXKVP6B6Ym=w800,TRUE,ready,"7/3/2026, 18:23:20",bobo,หักตำหนิ 1 เหลือ 9,,,0
BY211,กระเป๋า Vivienne Westwood รุ่น Bettina Mini Harris Tweed Check,820,13,https://lh3.googleusercontent.com/d/1DWFRzfUi26G4NjV1oaJnjFnraTcwZLra=w800,TRUE,ready,"7/3/2026, 18:29:54",bobo,,,,367
BY212,กระเป๋า Vivienne Westwood Red รุ่น Label Shopper Orb Tote Bag #ดำแดง,890,9,https://lh3.googleusercontent.com/d/1xT6x7ThkXZNq6K03MrR_-kYavdwrDPXP=w800,TRUE,ready,"7/3/2026, 18:35:21",bobo,,,,500
BY213,กระเป๋า Vivienne Westwood Red รุ่น Label Shopper Orb Tote Bag #ดำเขียว,890,9,https://lh3.googleusercontent.com/d/1S80LbNY-7O0vXqktt9b_sWgSZUJJCCyx=w800,TRUE,ready,"7/3/2026, 18:37:07",bobo,,,,393
BY214,ต่างหู Vivienne Westwood รุ่น Orb-embellished stud earrings,150,54,https://lh3.googleusercontent.com/d/1C2VC90zKFm9RCuYuaysUHmD2ZT--XuQx=w800,TRUE,ready,"7/3/2026, 18:57:03",bobo,,,https://lh3.googleusercontent.com/d/1blOH8nSmH6XHUKBkngxWkmjSCdc7Xpys=w800,0
BY215,สร้อยคอ Vivienne Westwood รุ่น WOMEN NECKLACE ARIELLA PENDANT SILVER,150,1,https://lh3.googleusercontent.com/d/1XRK7OxthwKVXN6UMnGUvnYzdvHCuXld8=w800,TRUE,ready,"7/3/2026, 19:13:42",bobo,,,https://lh3.googleusercontent.com/d/1DACZdrxgBi7N1_tTpOGNYGMbyRyl5X5l=w800,50
BY216,ต่างหู Vivienne Westwood รุ่น EARRINGS MINI BAS RELIEF,150,17,https://lh3.googleusercontent.com/d/1MHWVJW8TaLNqGyU6qD1GN8pwqvgVrjzp=w800,TRUE,ready,"7/3/2026, 19:15:42",bobo,,,https://lh3.googleusercontent.com/d/1Ir-VFkZVJj5gL_ZX90l_AoZ3fwKmK5e6=w800,50
BY217,สร้อยคอ Vivienne Westwood รุ่น One Row Pearl Drop Choker สีเงินจี้รูปดาวเสาร์พร้อมมุกหยดน้ำ,300,33,https://lh3.googleusercontent.com/d/1B20S5XGf_GvrbgDtcVfU19xi-v9LRATB=w800,TRUE,ready,"8/3/2026, 8:54:09",yiyi,,,,0
BY220,กระจกแต่งหน้าไฟ LED 3 สี แบบตั้งโต๊ะ หมุนได้ 360 องศา,260,22,https://lh3.googleusercontent.com/d/1T7pIdQuzIIykn2eWtePVJon2HOECGRvY=w800,TRUE,ready,"9/3/2026, 11:42:03",sunilthorn,,,https://lh3.googleusercontent.com/d/1keIi0FuMXRhwR6JQpOQuxX07eHJefKVx=w800,0
BY218,ต่างหู Vivienne Westwood รุ่น Ariella crystal-heart stud earrings,150,48,https://lh3.googleusercontent.com/d/1bfIhn8fwxRQC5-0QtTOp2sMywCrZWbMv=w800,TRUE,ready,"9/3/2026, 12:09:00",sunilthorn,,,,0
BY221,(3 ชิ้น/กล่อง) แผ่นแปะสมุนไพร สำหรับหลังและท้อง,60,284,https://lh3.googleusercontent.com/d/1x0C75haWFvUcq__szaSxc82rxyYWLWXJ=w800,TRUE,ready,"11/3/2026, 18:18:09",bobo,,"แผ่นแปะอุ่นเอว บรรเทาอาการปวดหลัง ปวดเอว (Waist Warming Patch)
•	รายละเอียดสินค้า     (1 กล่อง 3 แผ่น)
แผ่นแปะให้ความร้อนสำหรับบริเวณเอวและหลังส่วนล่าง ช่วยบรรเทาอาการปวดเมื่อยกล้ามเนื้อ ให้ความอบอุ่นอย่างต่อเนื่อง ช่วยกระตุ้นการไหลเวียนโลหิต เหมาะสำหรับผู้ที่มีอาการปวดหลังจากการทำงานหนัก การนั่งนาน หรือการยกของ
จุดเด่นสินค้า
•	แผ่นแปะให้ความร้อน ช่วยลดอาการปวดเอวและหลัง
•	ความร้อนสม่ำเสมอ อุ่นสบาย
•	ช่วยคลายกล้ามเนื้อ ลดอาการตึงเมื่อย
•	ใช้งานง่าย เพียงลอกแล้วแปะ
•	เหมาะสำหรับคนทำงานหนักหรือคนที่นั่งนาน
คุณสมบัติ
•	แผ่นบาง แนบกับผิวได้ดี
•	ให้ความร้อนต่อเนื่องหลายชั่วโมง
•	ไม่รบกวนการเคลื่อนไหว
•	ใช้ได้ทั้งผู้หญิงและผู้ชาย
วิธีใช้
1.	ลอกแผ่นฟิล์มออก
2.	แปะบริเวณเอวหรือหลังส่วนล่าง
3.	ความร้อนจะค่อย ๆ เกิดขึ้นและให้ความอุ่นอย่างต่อเนื่อง
เหมาะสำหรับ
•	คนที่ปวดหลังหรือปวดเอว
•	คนทำงานยกของหนัก
•	คนที่ต้องนั่งทำงานเป็นเวลานาน
•	ผู้สูงอายุที่มีอาการปวดหลัง",https://lh3.googleusercontent.com/d/1-c78nbDMr_qmeMSmN5INiCikWtO5B6-C=w800,0
BY222,(3 ชิ้น/กล่อง) แผ่นแปะสมุนไพร สำหรับเข่า,100,475,https://lh3.googleusercontent.com/d/1yM8456wrkwvdJ69pnqVCmVCDWPRpXeJs=w800,TRUE,ready,"11/3/2026, 18:19:16",bobo,,"แผ่นแปะอุ่นเข่า บรรเทาอาการปวดข้อเข่า (Knee Warming Patch)
•	รายละเอียดสินค้า    (1 กล่อง 3 แผ่น)
แผ่นแปะให้ความร้อนสำหรับบริเวณข้อเข่า ช่วยบรรเทาอาการปวดเมื่อย ข้อเข่าตึง หรือข้อเข่าล้า ให้ความอบอุ่นอย่างต่อเนื่อง ช่วยกระตุ้นการไหลเวียนโลหิต ทำให้กล้ามเนื้อและข้อเข่าผ่อนคลาย เหมาะสำหรับผู้ที่ใช้งานข้อเข่าหนักหรือผู้สูงอายุ
จุดเด่นสินค้า
•	แผ่นแปะให้ความร้อนสำหรับข้อเข่าโดยเฉพาะ
•	ช่วยลดอาการปวดข้อ ปวดเข่า และความตึงของกล้ามเนื้อ
•	ความร้อนสม่ำเสมอ อุ่นสบาย
•	แผ่นบาง แนบกับผิวได้ดี
•	ใช้งานง่าย เพียงลอกแล้วแปะ
คุณสมบัติ
•	ให้ความร้อนต่อเนื่องหลายชั่วโมง
•	แผ่นยืดหยุ่น เหมาะกับรูปทรงข้อเข่า
•	ไม่รบกวนการเคลื่อนไหว
วิธีใช้
1.	ลอกแผ่นฟิล์มออก
2.	แปะบริเวณข้อเข่าที่ต้องการ
3.	ความร้อนจะค่อย ๆ เกิดขึ้นและให้ความอุ่นอย่างต่อเนื่อง
เหมาะสำหรับ
•	ผู้ที่มีอาการปวดข้อเข่า
•	ผู้สูงอายุ
•	คนที่เดินหรือยืนนาน
•	คนที่ออกกำลังกายหรือใช้ข้อเข่าหนัก",https://lh3.googleusercontent.com/d/1nP9f7ysK6rn24Mg6zipqAuUPwByXfwjr=w800,0
BY223,(5 ชิ้น/กล่อง) แผ่นแปะสมุนไพร สำหรับคอ,60,378,https://lh3.googleusercontent.com/d/1Gy-m_cibvTSjkknSXI8EmzMwb_Khh9Jw=w800,TRUE,ready,"11/3/2026, 18:20:41",bobo,,"แผ่นแปะอุ่นคอ บรรเทาอาการปวดคอ บ่า ไหล่ (Neck Warming Patch)
รายละเอียดสินค้า
แผ่นแปะให้ความร้อนสำหรับบริเวณคอ บ่า และไหล่ ช่วยผ่อนคลายกล้ามเนื้อ ลดอาการปวดเมื่อยจากการทำงานหน้าคอมพิวเตอร์ การเล่นมือถือ หรือการนั่งทำงานเป็นเวลานาน ให้ความรู้สึกอุ่นสบาย กระตุ้นการไหลเวียนโลหิต ช่วยให้กล้ามเนื้อคลายตัว
จุดเด่นสินค้า
•	แผ่นแปะให้ความร้อน ช่วยผ่อนคลายกล้ามเนื้อคอและไหล่
•	ลดอาการปวดเมื่อยจากการนั่งทำงานหรือเล่นมือถือ
•	ความร้อนสม่ำเสมอ อุ่นสบาย ไม่ร้อนเกินไป
•	ใช้งานง่าย เพียงลอกแล้วแปะ
•	เหมาะสำหรับคนทำงานออฟฟิศ นักเรียน นักศึกษา
คุณสมบัติ
•	แผ่นแปะออกแบบตามรูปทรงคอและไหล่
•	ให้ความร้อนต่อเนื่องหลายชั่วโมง
•	แผ่นบาง สวมใส่สบาย ไม่ระคายเคืองผิว
วิธีใช้
1.	ลอกแผ่นฟิล์มออก
2.	แปะบริเวณคอหรือไหล่ที่ต้องการ
3.	ความร้อนจะค่อย ๆ เกิดขึ้นและให้ความอุ่นอย่างต่อเนื่อง
เหมาะสำหรับ
•	คนที่ปวดคอ บ่า ไหล่
•	คนทำงานหน้าคอมพิวเตอร์
•	คนใช้มือถือบ่อย
•	คนที่ต้องการผ่อนคลายกล้ามเนื้อ
บรรจุภัณฑ์
•	1 กล่อง มีประมาณ 5 แผ่น",https://lh3.googleusercontent.com/d/14hFx507KNg56lF-5tTHZoroQp4C6bi_t=w800,0
BY232,ชาแอปเปิ้ลพุทราฉบับจ้าวลู่ซือ (4 ห่อ),150,0,https://lh3.googleusercontent.com/d/1x5jzKQj6crkQB3dW6DESQWKZS41q87CV=w800,TRUE,ready,"12/3/2026, 10:51:45",yiyi,,"ชาสมุนไพรจีนที่ใช้ แอปเปิ้ล + พุทราจีน (红枣) +โกจิเบอรี่ เป็นหลัก ดื่มง่าย หวานธรรมชาติ และคนจีนดื่มกันเพื่อบำรุงร่างกาย สูตรที่จ้าวลู่ซือออกมาแนะนำว่าดื่มเป็นประจำ 🍎🍵

	1.	บำรุงเลือด บำรุงผิว
โกจิเบอรี่ และ พุทราจีนมีธาตุเหล็กและวิตามิน ช่วยให้ผิวดูสดใส คนจีนมักดื่มเพื่อดูแลผิว
	2.	ช่วยเรื่องการนอน
ชานี้ไม่มีคาเฟอีน ดื่มก่อนนอนได้ ช่วยให้ร่างกายผ่อนคลาย
	3.	ช่วยระบบย่อยอาหาร
แอปเปิ้ลมีไฟเบอร์ ช่วยให้ระบบย่อยดีขึ้น
	4.	ช่วยให้ร่างกายอบอุ่น
คนจีนมักดื่มตอนอากาศเย็น หรือช่วงที่รู้สึกอ่อนเพลีย
	5.	เหมาะกับคนลดน้ำหนัก
หวานจากผลไม้แห้ง ไม่ต้องใส่น้ำตาล (เหมาะกับคนที่กำลังคุมน้ำหนักด้วย)

วิธีที่ 1 (ชงเหมือนชา)
	1.	ใส่ชาแอปเปิ้ลพุทรา 1 ซอง 
	2.	เติมน้ำร้อนประมาณ 500 ml
	3.	แช่ 5–10 นาที
	4.	ดื่มได้เลย

วิธีที่ 2 (ต้มจะเข้มข้นกว่า)
	1.	ใส่แอปเปิ้ลแห้ง + พุทราจีน
	2.	เติมน้ำประมาณ 500 ml
	3.	ต้ม 5-10 นาที ดื่มอุ่นๆได้เลย

ดื่มได้ทุกเวลาเพราะไม่มีคาเฟอีน","https://lh3.googleusercontent.com/d/187jVPXKDAROPq91CgE7ol8o4idoIZER8=w800,https://lh3.googleusercontent.com/d/1LKEOb67xAnACbCEjZxKYrYupJdJ7RNsj=w800",99
BY219,ต่างหู Vivienne Westwood หัวใจสีขาว,160,21,https://lh3.googleusercontent.com/d/1kiGLQXVGu7LXx-JGrTfE7PDxXcn3KmHM=w800,TRUE,ready,"12/3/2026, 11:13:51",bobo,,,,0
BY224,ต่างหู Chanel จี้หัวใจสีแดงขอบทอง,200,7,https://lh3.googleusercontent.com/d/10JTvdk7QvzBWQjKGkgSuKz2xFCfazwn5=w800,TRUE,ready,"13/3/2026, 9:15:56",bobo,,,,0
BY233,ต่างหู Chanel จี้ดาวสีเงิน,200,0,https://lh3.googleusercontent.com/d/1u8kgQsFTrTEpgoPg7UJ1PntViZ-2EMKU=w800,TRUE,ready,"13/3/2026, 13:59:29",bobo,,,,0
BY226,ต่างหู Vivienne Westwood รุ่น Drop Pendant,150,42,https://lh3.googleusercontent.com/d/1sDoHqVkwrixINWSocVD38cmRYYLYWwTp=w800,TRUE,ready,"14/3/2026, 9:24:59",yiyi,,,,0
BY234,สร้อยคอ Vivienne Westwood รุ่น Drop Pendant,150,39,https://lh3.googleusercontent.com/d/109DIMyDob0eKgcc4JMTF-M8kADb1vcTg=w800,TRUE,ready,"14/3/2026, 9:25:41",yiyi,,,,0
